demographic,category,measure,label,value,r,theme
Ethnicity - major group [J03],Black  ,B51,[My organisation] motivates me to help it achieve its objectives,0.57,8236,EE
Ethnicity - major group [J03],Other ethnic group ,B51,[My organisation] motivates me to help it achieve its objectives,0.57,1523,EE
Ethnicity - major group [J03],White  ,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.45,236924,TA
Ethnicity - major group [J03],Mixed ,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.48,5081,TA
Ethnicity - major group [J03],Asian,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.5,16295,TA
Ethnicity - major group [J03],Black  ,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.51,8236,TA
Ethnicity - major group [J03],Other ethnic group ,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.53,1523,TA
Ethnicity - major group [J03],White  ,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.38,236924,TA
Ethnicity - major group [J03],Mixed ,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.38,5081,TA
Ethnicity - major group [J03],Asian,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.42,16295,TA
Ethnicity - major group [J03],Black  ,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.42,8236,TA
Ethnicity - major group [J03],Other ethnic group ,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.42,1523,TA
Ethnicity - major group [J03],White  ,B54,I am trusted to carry out my job effectively,0.89,236924,OC
Ethnicity - major group [J03],Mixed ,B54,I am trusted to carry out my job effectively,0.88,5081,OC
Ethnicity - major group [J03],Asian,B54,I am trusted to carry out my job effectively,0.89,16295,OC
Ethnicity - major group [J03],Black  ,B54,I am trusted to carry out my job effectively,0.87,8236,OC
Ethnicity - major group [J03],Other ethnic group ,B54,I am trusted to carry out my job effectively,0.87,1523,OC
Ethnicity - major group [J03],White  ,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.71,236924,OC
Ethnicity - major group [J03],Mixed ,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.68,5081,OC
Ethnicity - major group [J03],Asian,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.66,16295,OC
Ethnicity - major group [J03],Black  ,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.64,8236,OC
Ethnicity - major group [J03],Other ethnic group ,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.65,1523,OC
Ethnicity - major group [J03],White  ,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.68,236924,OC
Ethnicity - major group [J03],Mixed ,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.68,5081,OC
Ethnicity - major group [J03],Asian,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.67,16295,OC
Ethnicity - major group [J03],Black  ,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.65,8236,OC
Ethnicity - major group [J03],Other ethnic group ,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.68,1523,OC
Ethnicity - major group [J03],White  ,B57,I feel able to challenge inappropriate behaviour in the workplace,0.69,236924,OC
Ethnicity - major group [J03],Mixed ,B57,I feel able to challenge inappropriate behaviour in the workplace,0.65,5081,OC
Ethnicity - major group [J03],Asian,B57,I feel able to challenge inappropriate behaviour in the workplace,0.63,16295,OC
Ethnicity - major group [J03],Black  ,B57,I feel able to challenge inappropriate behaviour in the workplace,0.61,8236,OC
Ethnicity - major group [J03],Other ethnic group ,B57,I feel able to challenge inappropriate behaviour in the workplace,0.65,1523,OC
Ethnicity - major group [J03],White  ,B58,My organisation is committed to creating a diverse and inclusive workplace,0.78,236924,OC
Ethnicity - major group [J03],Mixed ,B58,My organisation is committed to creating a diverse and inclusive workplace,0.73,5081,OC
Ethnicity - major group [J03],Asian,B58,My organisation is committed to creating a diverse and inclusive workplace,0.75,16295,OC
Ethnicity - major group [J03],Black  ,B58,My organisation is committed to creating a diverse and inclusive workplace,0.69,8236,OC
Ethnicity - major group [J03],Other ethnic group ,B58,My organisation is committed to creating a diverse and inclusive workplace,0.71,1523,OC
Ethnicity - major group [J03],White  ,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.54,236924,VL
Ethnicity - major group [J03],Mixed ,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.54,5081,VL
Ethnicity - major group [J03],Asian,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.58,16295,VL
Ethnicity - major group [J03],Black  ,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.61,8236,VL
Ethnicity - major group [J03],Other ethnic group ,B61,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.53,1523,VL
Ethnicity - major group [J03],White  ,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.45,236924,VL
Ethnicity - major group [J03],Mixed ,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.46,5081,VL
Ethnicity - major group [J03],Asian,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.56,16295,VL
Ethnicity - major group [J03],Black  ,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.61,8236,VL
Ethnicity - major group [J03],Other ethnic group ,B62,I understand how my work contributes to helping us become 'A Brilliant Civil Service',0.52,1523,VL
Ethnicity - major group [J03],White  ,C01_1,I want to leave [my organisation] as soon as possible,0.08,236924,FI
Ethnicity - major group [J03],Mixed ,C01_1,I want to leave [my organisation] as soon as possible,0.09,5081,FI
Ethnicity - major group [J03],Asian,C01_1,I want to leave [my organisation] as soon as possible,0.08,16295,FI
Ethnicity - major group [J03],Black  ,C01_1,I want to leave [my organisation] as soon as possible,0.09,8236,FI
Ethnicity - major group [J03],Other ethnic group ,C01_1,I want to leave [my organisation] as soon as possible,0.1,1523,FI
Ethnicity - major group [J03],White  ,C01_2,I want to leave [my organisation] within the next 12 months,0.12,236924,FI
Ethnicity - major group [J03],Mixed ,C01_2,I want to leave [my organisation] within the next 12 months,0.15,5081,FI
Ethnicity - major group [J03],Asian,C01_2,I want to leave [my organisation] within the next 12 months,0.13,16295,FI
Ethnicity - major group [J03],Black  ,C01_2,I want to leave [my organisation] within the next 12 months,0.13,8236,FI
Ethnicity - major group [J03],Other ethnic group ,C01_2,I want to leave [my organisation] within the next 12 months,0.12,1523,FI
Ethnicity - major group [J03],White  ,C01_3,I want to stay working for [my organisation] for at least the next year,0.27,236924,FI
Ethnicity - major group [J03],Mixed ,C01_3,I want to stay working for [my organisation] for at least the next year,0.32,5081,FI
Ethnicity - major group [J03],Asian,C01_3,I want to stay working for [my organisation] for at least the next year,0.26,16295,FI
Ethnicity - major group [J03],Black  ,C01_3,I want to stay working for [my organisation] for at least the next year,0.25,8236,FI
Ethnicity - major group [J03],Other ethnic group ,C01_3,I want to stay working for [my organisation] for at least the next year,0.22,1523,FI
Ethnicity - major group [J03],White  ,C01_4,I want to stay working for [my organisation] for at least the next three years,0.53,236924,FI
Ethnicity - major group [J03],Mixed ,C01_4,I want to stay working for [my organisation] for at least the next three years,0.44,5081,FI
Ethnicity - major group [J03],Asian,C01_4,I want to stay working for [my organisation] for at least the next three years,0.53,16295,FI
Ethnicity - major group [J03],Black  ,C01_4,I want to stay working for [my organisation] for at least the next three years,0.53,8236,FI
Ethnicity - major group [J03],Other ethnic group ,C01_4,I want to stay working for [my organisation] for at least the next three years,0.56,1523,FI
Ethnicity - major group [J03],White  ,D01,Are you aware of the Civil Service Code?,0.91,236924,CS
Ethnicity - major group [J03],Mixed ,D01,Are you aware of the Civil Service Code?,0.85,5081,CS
Ethnicity - major group [J03],Asian,D01,Are you aware of the Civil Service Code?,0.81,16295,CS
Ethnicity - major group [J03],Black  ,D01,Are you aware of the Civil Service Code?,0.8,8236,CS
Ethnicity - major group [J03],Other ethnic group ,D01,Are you aware of the Civil Service Code?,0.74,1523,CS
Ethnicity - major group [J03],White  ,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.69,236924,CS
Ethnicity - major group [J03],Mixed ,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.59,5081,CS
Ethnicity - major group [J03],Asian,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.6,16295,CS
Ethnicity - major group [J03],Black  ,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.6,8236,CS
Ethnicity - major group [J03],Other ethnic group ,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.55,1523,CS
Ethnicity - major group [J03],White  ,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.7,236924,CS
Ethnicity - major group [J03],Mixed ,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.64,5081,CS
Ethnicity - major group [J03],Asian,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.63,16295,CS
Ethnicity - major group [J03],Black  ,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.59,8236,CS
Ethnicity - major group [J03],Other ethnic group ,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.61,1523,CS
Ethnicity - major group [J03],White  ,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.66,236924,WB
Ethnicity - major group [J03],Mixed ,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.64,5081,WB
Ethnicity - major group [J03],Asian,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.64,16295,WB
Ethnicity - major group [J03],Black  ,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.64,8236,WB
Ethnicity - major group [J03],Other ethnic group ,W01,"Overall, how satisfied are you with your life nowadays? (% 7-10)",0.61,1523,WB
Ethnicity - major group [J03],White  ,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.71,236924,WB
Ethnicity - major group [J03],Mixed ,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.71,5081,WB
Ethnicity - major group [J03],Asian,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.69,16295,WB
Ethnicity - major group [J03],Black  ,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.74,8236,WB
Ethnicity - major group [J03],Other ethnic group ,W02,"Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)",0.67,1523,WB
Ethnicity - major group [J03],White  ,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.63,236924,WB
Ethnicity - major group [J03],Mixed ,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.62,5081,WB
Ethnicity - major group [J03],Asian,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.63,16295,WB
Ethnicity - major group [J03],Black  ,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.67,8236,WB
Ethnicity - major group [J03],Other ethnic group ,W03,"Overall, how happy did you feel yesterday? (% 7-10)",0.6,1523,WB
Ethnicity - major group [J03],White  ,W04,"Overall, how anxious did you feel yesterday? (% 6-10)",0.31,236924,WB
Ethnicity - major group [J03],Mixed ,W04,"Overall, how anxious did you feel yesterday? (% 6-10)",0.35,5081,WB
Ethnicity - major group [J03],Asian,W04,"Overall, how anxious did you feel yesterday? (% 6-10)",0.34,16295,WB
Ethnicity - major group [J03],Black  ,W04,"Overall, how anxious did you feel yesterday? (% 6-10)",0.31,8236,WB
Ethnicity - major group [J03],Other ethnic group ,W04,"Overall, how anxious did you feel yesterday? (% 6-10)",0.33,1523,WB
Ethnicity - major group [J03],White  ,E01,During the past 12 months have you personally experienced discrimination at work?  (% yes),0.12,236924,DS
Ethnicity - major group [J03],Mixed ,E01,During the past 12 months have you personally experienced discrimination at work?  (% yes),0.15,5081,DS
Ethnicity - major group [J03],Asian,E01,During the past 12 months have you personally experienced discrimination at work?  (% yes),0.15,16295,DS
Ethnicity - major group [J03],Black  ,E01,During the past 12 months have you personally experienced discrimination at work?  (% yes),0.16,8236,DS
Ethnicity - major group [J03],Other ethnic group ,E01,During the past 12 months have you personally experienced discrimination at work?  (% yes),0.19,1523,DS
Ethnicity - major group [J03],White  ,E03,During the past 12 months have you personally experienced bullying or harassment at work?  (% yes),0.11,236924,BH
Ethnicity - major group [J03],Mixed ,E03,During the past 12 months have you personally experienced bullying or harassment at work?  (% yes),0.13,5081,BH
Ethnicity - major group [J03],Asian,E03,During the past 12 months have you personally experienced bullying or harassment at work?  (% yes),0.13,16295,BH
Ethnicity - major group [J03],Black  ,E03,During the past 12 months have you personally experienced bullying or harassment at work?  (% yes),0.14,8236,BH
Ethnicity - major group [J03],Other ethnic group ,E03,During the past 12 months have you personally experienced bullying or harassment at work?  (% yes),0.15,1523,BH
Ethnicity - major group [J03],White  ,E05,Did you report the bullying and harassment you experienced? (% yes),0.41,236924,BH
Ethnicity - major group [J03],Mixed ,E05,Did you report the bullying and harassment you experienced? (% yes),0.45,5081,BH
Ethnicity - major group [J03],Asian,E05,Did you report the bullying and harassment you experienced? (% yes),0.45,16295,BH
Ethnicity - major group [J03],Black  ,E05,Did you report the bullying and harassment you experienced? (% yes),0.42,8236,BH
Ethnicity - major group [J03],Other ethnic group ,E05,Did you report the bullying and harassment you experienced? (% yes),0.47,1523,BH
Ethnicity - major group [J03],White  ,E06,"In your opinion, has this issue been resolved? (% yes)",0.22,236924,BH
Ethnicity - major group [J03],Mixed ,E06,"In your opinion, has this issue been resolved? (% yes)",0.2,5081,BH
Ethnicity - major group [J03],Asian,E06,"In your opinion, has this issue been resolved? (% yes)",0.18,16295,BH
Ethnicity - major group [J03],Black  ,E06,"In your opinion, has this issue been resolved? (% yes)",0.21,8236,BH
Ethnicity - major group [J03],Other ethnic group ,E06,"In your opinion, has this issue been resolved? (% yes)",0.17,1523,BH
Ethnicity - detailed [J03],White- British  ,EES,Employee engagement index,0.59,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,EES,Employee engagement index,0.59,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,EES,Employee engagement index,0.4,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,EES,Employee engagement index,0.63,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,EES,Employee engagement index,0.61,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,EES,Employee engagement index,0.64,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,EES,Employee engagement index,0.64,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,EES,Employee engagement index,0.62,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,EES,Employee engagement index,0.66,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,EES,Employee engagement index,0.67,3468,SUMMARY
Ethnicity - detailed [J03],Asian - Bangladeshi  ,EES,Employee engagement index,0.68,1589,SUMMARY
Ethnicity - detailed [J03],Asian - Chinese  ,EES,Employee engagement index,0.62,932,SUMMARY
Ethnicity - detailed [J03],Asian - any other Asian background ,EES,Employee engagement index,0.68,2697,SUMMARY
Ethnicity - detailed [J03],Black - African ,EES,Employee engagement index,0.7,4614,SUMMARY
Ethnicity - detailed [J03],Black - Caribbean ,EES,Employee engagement index,0.6,2978,SUMMARY
Ethnicity - detailed [J03],Black - any other Black background ,EES,Employee engagement index,0.61,644,SUMMARY
Ethnicity - detailed [J03],Other - Arab  ,EES,Employee engagement index,0.69,666,SUMMARY
Ethnicity - detailed [J03],Other - any other background,EES,Employee engagement index,0.65,857,SUMMARY
Ethnicity - detailed [J03],White- British  ,MW,My work  theme score,0.75,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,MW,My work  theme score,0.74,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,MW,My work  theme score,0.55,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,MW,My work  theme score,0.74,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,MW,My work  theme score,0.71,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,MW,My work  theme score,0.74,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,MW,My work  theme score,0.76,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,MW,My work  theme score,0.74,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,MW,My work  theme score,0.75,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,MW,My work  theme score,0.73,3468,SUMMARY
Ethnicity - detailed [J03],Asian - Bangladeshi  ,MW,My work  theme score,0.74,1589,SUMMARY
Ethnicity - detailed [J03],Asian - Chinese  ,MW,My work  theme score,0.74,932,SUMMARY
Ethnicity - detailed [J03],Asian - any other Asian background ,MW,My work  theme score,0.78,2697,SUMMARY
Ethnicity - detailed [J03],Black - African ,MW,My work  theme score,0.74,4614,SUMMARY
Ethnicity - detailed [J03],Black - Caribbean ,MW,My work  theme score,0.72,2978,SUMMARY
Ethnicity - detailed [J03],Black - any other Black background ,MW,My work  theme score,0.7,644,SUMMARY
Ethnicity - detailed [J03],Other - Arab  ,MW,My work  theme score,0.72,666,SUMMARY
Ethnicity - detailed [J03],Other - any other background,MW,My work  theme score,0.74,857,SUMMARY
Ethnicity - detailed [J03],White- British  ,OP,Organisational objectives and purpose  theme score,0.81,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,OP,Organisational objectives and purpose  theme score,0.81,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,OP,Organisational objectives and purpose  theme score,0.55,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,OP,Organisational objectives and purpose  theme score,0.81,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,OP,Organisational objectives and purpose  theme score,0.78,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,OP,Organisational objectives and purpose  theme score,0.83,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,OP,Organisational objectives and purpose  theme score,0.82,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,OP,Organisational objectives and purpose  theme score,0.8,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,OP,Organisational objectives and purpose  theme score,0.84,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,OP,Organisational objectives and purpose  theme score,0.83,3468,SUMMARY
Ethnicity - detailed [J03],Asian - Bangladeshi  ,OP,Organisational objectives and purpose  theme score,0.83,1589,SUMMARY
Ethnicity - detailed [J03],Asian - Chinese  ,OP,Organisational objectives and purpose  theme score,0.82,932,SUMMARY
Ethnicity - detailed [J03],Asian - any other Asian background ,OP,Organisational objectives and purpose  theme score,0.86,2697,SUMMARY
Ethnicity - detailed [J03],Black - African ,OP,Organisational objectives and purpose  theme score,0.88,4614,SUMMARY
Ethnicity - detailed [J03],Black - Caribbean ,OP,Organisational objectives and purpose  theme score,0.8,2978,SUMMARY
Ethnicity - detailed [J03],Black - any other Black background ,OP,Organisational objectives and purpose  theme score,0.82,644,SUMMARY
Ethnicity - detailed [J03],Other - Arab  ,OP,Organisational objectives and purpose  theme score,0.81,666,SUMMARY
Ethnicity - detailed [J03],Other - any other background,OP,Organisational objectives and purpose  theme score,0.8,857,SUMMARY
Ethnicity - detailed [J03],White- British  ,LM,My manager  theme score,0.71,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,LM,My manager  theme score,0.7,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,LM,My manager  theme score,0.55,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,LM,My manager  theme score,0.7,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,LM,My manager  theme score,0.7,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,LM,My manager  theme score,0.72,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,LM,My manager  theme score,0.73,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,LM,My manager  theme score,0.69,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,LM,My manager  theme score,0.72,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,LM,My manager  theme score,0.72,3468,SUMMARY
Ethnicity - detailed [J03],Asian - Bangladeshi  ,LM,My manager  theme score,0.73,1589,SUMMARY
Ethnicity - detailed [J03],Asian - Chinese  ,LM,My manager  theme score,0.71,932,SUMMARY
Ethnicity - detailed [J03],Asian - any other Asian background ,LM,My manager  theme score,0.72,2697,SUMMARY
Ethnicity - detailed [J03],Black - African ,LM,My manager  theme score,0.74,4614,SUMMARY
Ethnicity - detailed [J03],Black - Caribbean ,LM,My manager  theme score,0.7,2978,SUMMARY
Ethnicity - detailed [J03],Black - any other Black background ,LM,My manager  theme score,0.67,644,SUMMARY
Ethnicity - detailed [J03],Other - Arab  ,LM,My manager  theme score,0.7,666,SUMMARY
Ethnicity - detailed [J03],Other - any other background,LM,My manager  theme score,0.7,857,SUMMARY
Ethnicity - detailed [J03],White- British  ,MT,My team  theme score,0.82,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,MT,My team  theme score,0.81,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,MT,My team  theme score,0.66,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,MT,My team  theme score,0.79,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,MT,My team  theme score,0.79,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,MT,My team  theme score,0.83,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,MT,My team  theme score,0.82,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,MT,My team  theme score,0.79,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,MT,My team  theme score,0.81,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,MT,My team  theme score,0.81,3468,SUMMARY
Ethnicity - detailed [J03],Asian - Bangladeshi  ,MT,My team  theme score,0.82,1589,SUMMARY
Ethnicity - detailed [J03],Asian - Chinese  ,MT,My team  theme score,0.78,932,SUMMARY
Ethnicity - detailed [J03],Asian - any other Asian background ,MT,My team  theme score,0.79,2697,SUMMARY
Ethnicity - detailed [J03],Black - African ,MT,My team  theme score,0.84,4614,SUMMARY
Ethnicity - detailed [J03],Black - Caribbean ,MT,My team  theme score,0.79,2978,SUMMARY
Ethnicity - detailed [J03],Black - any other Black background ,MT,My team  theme score,0.76,644,SUMMARY
Ethnicity - detailed [J03],Other - Arab  ,MT,My team  theme score,0.79,666,SUMMARY
Ethnicity - detailed [J03],Other - any other background,MT,My team  theme score,0.78,857,SUMMARY
Ethnicity - detailed [J03],White- British  ,LD,Learning and development  theme score,0.56,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,LD,Learning and development  theme score,0.54,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,LD,Learning and development  theme score,0.34,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,LD,Learning and development  theme score,0.54,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,LD,Learning and development  theme score,0.57,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,LD,Learning and development  theme score,0.61,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,LD,Learning and development  theme score,0.6,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,LD,Learning and development  theme score,0.55,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,LD,Learning and development  theme score,0.6,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,LD,Learning and development  theme score,0.59,3468,SUMMARY
Ethnicity - detailed [J03],Asian - Bangladeshi  ,LD,Learning and development  theme score,0.61,1589,SUMMARY
Ethnicity - detailed [J03],Asian - Chinese  ,LD,Learning and development  theme score,0.54,932,SUMMARY
Ethnicity - detailed [J03],Asian - any other Asian background ,LD,Learning and development  theme score,0.6,2697,SUMMARY
Ethnicity - detailed [J03],Black - African ,LD,Learning and development  theme score,0.63,4614,SUMMARY
Ethnicity - detailed [J03],Black - Caribbean ,LD,Learning and development  theme score,0.56,2978,SUMMARY
Ethnicity - detailed [J03],Black - any other Black background ,LD,Learning and development  theme score,0.54,644,SUMMARY
Ethnicity - detailed [J03],Other - Arab  ,LD,Learning and development  theme score,0.56,666,SUMMARY
Ethnicity - detailed [J03],Other - any other background,LD,Learning and development  theme score,0.55,857,SUMMARY
Ethnicity - detailed [J03],White- British  ,IF,Inclusion and fair treatment  theme score,0.78,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,IF,Inclusion and fair treatment  theme score,0.77,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,IF,Inclusion and fair treatment  theme score,0.54,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,IF,Inclusion and fair treatment  theme score,0.77,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,IF,Inclusion and fair treatment  theme score,0.74,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,IF,Inclusion and fair treatment  theme score,0.77,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,IF,Inclusion and fair treatment  theme score,0.79,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,IF,Inclusion and fair treatment  theme score,0.75,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,IF,Inclusion and fair treatment  theme score,0.78,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,IF,Inclusion and fair treatment  theme score,0.77,3468,SUMMARY
Ethnicity - detailed [J03],Asian - Bangladeshi  ,IF,Inclusion and fair treatment  theme score,0.78,1589,SUMMARY
Ethnicity - detailed [J03],Asian - Chinese  ,IF,Inclusion and fair treatment  theme score,0.76,932,SUMMARY
Ethnicity - detailed [J03],Asian - any other Asian background ,IF,Inclusion and fair treatment  theme score,0.77,2697,SUMMARY
Ethnicity - detailed [J03],Black - African ,IF,Inclusion and fair treatment  theme score,0.78,4614,SUMMARY
Ethnicity - detailed [J03],Black - Caribbean ,IF,Inclusion and fair treatment  theme score,0.72,2978,SUMMARY
Ethnicity - detailed [J03],Black - any other Black background ,IF,Inclusion and fair treatment  theme score,0.68,644,SUMMARY
Ethnicity - detailed [J03],Other - Arab  ,IF,Inclusion and fair treatment  theme score,0.74,666,SUMMARY
Ethnicity - detailed [J03],Other - any other background,IF,Inclusion and fair treatment  theme score,0.75,857,SUMMARY
Ethnicity - detailed [J03],White- British  ,RW,Resources and workload  theme score,0.72,224932,SUMMARY
Ethnicity - detailed [J03],White - Irish  ,RW,Resources and workload  theme score,0.69,2522,SUMMARY
Ethnicity - detailed [J03],White - Gypsy/Irish Traveller ,RW,Resources and workload  theme score,0.54,437,SUMMARY
Ethnicity - detailed [J03],White - any other white background,RW,Resources and workload  theme score,0.71,9033,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black Caribbean ,RW,Resources and workload  theme score,0.71,1008,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Black African ,RW,Resources and workload  theme score,0.74,461,SUMMARY
Ethnicity - detailed [J03],Mixed - White and Asian  ,RW,Resources and workload  theme score,0.74,1575,SUMMARY
Ethnicity - detailed [J03],Mixed - any other mixed background  ,RW,Resources and workload  theme score,0.69,2037,SUMMARY
Ethnicity - detailed [J03],Asian - Indian  ,RW,Resources and workload  theme score,0.75,7609,SUMMARY
Ethnicity - detailed [J03],Asian - Pakistani ,RW,Resources and workload  theme score,0.77,3468,SUMMARY
